image_path,label,split,category
images\train_015b1a5ffae36b10.png,Z_{in}=\frac{v_{1}}{i_{1}},train,mathwriting
images\train_015b7b615091fe1a.png,\frac{dV}{dt}=Q_{0},train,mathwriting
images\train_015b82297f66bcf6.png,\frac{dx}{ds}=e^{x},train,mathwriting
images\train_015c213e3b42b838.png,\epsilon_{i}=AP_{i}-\lambda_{i}P_{i},train,mathwriting
images\train_015caa904699de3f.png,\{T^{-1}w_{j}\},train,mathwriting
images\train_015d4c869ed70884.png,(0)=0,train,mathwriting
images\train_015d6731dedcf606.png,((\frac{495}{9})^{131}+\frac{183^{6}}{3}),train,mathwriting
images\train_015d7fece3e5f0fc.png,"[x,x+\sqrt{2x}],x\ge2",train,mathwriting
images\train_015d83110e70d8be.png,\tau=\frac{1}{n\omega}\frac{A_{n}}{B_{n}},train,mathwriting
images\train_015d9a76b7969c5e.png,C_{D}=\sigma_{D}^{2}I,train,mathwriting
images\train_015dae7102fd0a4c.png,\frac{dE_{2}}{dE_{1}}=-1,train,mathwriting
images\train_015e80966826e0a2.png,\sqrt{DC^{2}+a^{2}},train,mathwriting
images\train_015ebab835660013.png,\tilde{B}_{8},train,mathwriting
images\train_015ef333aa1f0c86.png,"G=G(\theta,\phi)=sin\theta",train,mathwriting
images\train_015f28ae8cbb17cf.png,k=2^{a}5^{b}n,train,mathwriting
images\train_015f56ed47fcf0d3.png,"f(T_{2},T_{3})=\frac{g(T_{3})}{g(T_{2})}",train,mathwriting
images\train_015f5c3196e1e1e9.png,"(\frac{7}{\sqrt{10}},\sqrt{\frac{3}{2}},0,\pm2)",train,mathwriting
images\train_015fc0cedc705816.png,(\begin{matrix}X\\ k\end{matrix}),train,mathwriting
images\train_015fdc123402b427.png,X=[\begin{matrix}w+ix\\ y+iz\end{matrix}],train,mathwriting
images\train_0160662c44fc81bf.png,"\{i,j\}\notin E",train,mathwriting
images\train_016138e5063f6105.png,H(z)=\frac{z^{-1}}{1-az^{-1}},train,mathwriting
images\train_0161ab2d0386b735.png,\frac{d\rho}{dt}+\rho\nabla\cdot v=0,train,mathwriting
images\train_0161d197874840fe.png,(\begin{matrix}x\\ y\\ 1\end{matrix}),train,mathwriting
images\train_0161d8badadbe6ad.png,\frac{f_{p}}{f_{y}}=\frac{9}{\sqrt{9\cdot\frac{v^{0}}{c^{0}}}},train,mathwriting
images\train_01624dc8882ac4ae.png,\frac{d^{3}}{dx^{3}}[x^{4}]=24x,train,mathwriting
images\train_016261a178473488.png,\{\begin{matrix}p\\ 2\end{matrix}\},train,mathwriting
images\train_01626ae7118ec6c5.png,\frac{\sqrt{a^{2}-b^{2}}}{\sqrt{a^{2}+b^{2}}},train,mathwriting
images\train_01627e4eb83dfd18.png,\tau=\mu\frac{du}{dx},train,mathwriting
images\train_0162a74ceca44403.png,u(t)=\frac{ds(t)}{dt},train,mathwriting
images\train_0162ed740cf4a5f8.png,\hat{H}_{s}=-|e|Ez,train,mathwriting
images\train_01641c72bb112ca0.png,\tilde{h}(E),train,mathwriting
images\train_016484c86051cbc3.png,(\sqrt{2\pi x})^{1-6}6^{6/2},train,mathwriting
images\train_01649da9a71e57fe.png,F[y]=\int_{E}ytdt,train,mathwriting
images\train_0164a2d281aceb95.png,\sqrt[12]{2^{5}},train,mathwriting
images\train_0164c153e0eadd58.png,R=\frac{\rho}{t}\frac{L}{W}=R_{s}\frac{L}{W},train,mathwriting
images\train_0164eebbe9545509.png,J=\sqrt{\frac{kT}{2hcB}}-1/2,train,mathwriting
images\train_01650d074915628e.png,i_{Q}:Q\hookrightarrow E,train,mathwriting
images\train_01656c339ebb0391.png,\sigma(u)=\frac{0}{\sqrt{0\cdot\frac{u^{2}}{c^{2}}}},train,mathwriting
images\train_01656de72c028bad.png,\frac{(8+\sqrt{326})}{(470^{5}-\sqrt{5})},train,mathwriting
images\train_0165ed646165823b.png,10^{6}/\frac{\frac{180}{6}}{194},train,mathwriting
images\train_01666e57f08d88c7.png,\tilde{O}(m^{2}n),train,mathwriting
images\train_0166efe2bc0d2702.png,\hat{v}^{*},train,mathwriting
images\train_01674a19c6aae881.png,s=\sqrt{\frac{5-\sqrt{5}}{2}},train,mathwriting
images\train_01676f9091e5bd03.png,\frac{n}{2ln^{2}n},train,mathwriting
images\train_0167852424493cbb.png,\Delta E_{mol}=N_{A}h\nu,train,mathwriting
images\train_0167d14531671162.png,\sigma_{E}\frac{\sigma_{B}}{|\frac{d\langle\hat{B}\rangle}{dt}|}\ge\frac{\hbar}{2},train,mathwriting
images\train_0167eb52a4a466a1.png,(\begin{matrix}n\\ 2\end{matrix})p,train,mathwriting
images\train_01682181210e241d.png,p=\frac{2}{\lambda}\frac{\partial W}{\partial I_{1}},train,mathwriting
images\train_0168e0136b563f74.png,\frac{\Delta\hat{H}}{\Delta\hat{P}},train,mathwriting
images\train_01691d506fd587a1.png,v=\frac{q}{\sqrt{1-\frac{p-H}{2H_{m}}}},train,mathwriting
images\train_016940d6f53f18b0.png,\overline{D}f=0,train,mathwriting
images\train_01698124c96eae50.png,f=PU,train,mathwriting
images\train_016a125eea12798c.png,"U_{1}=\prod_{P|p}U_{1,P}",train,mathwriting
images\train_016a683997c1235c.png,y\notin H_{2},train,mathwriting
images\train_016aba8c64e26a53.png,w_{i}=\frac{\partial R}{\partial a_{i}},train,mathwriting
images\train_016ac2736d6135fe.png,\eta(x)\frac{\partial w}{\partial t},train,mathwriting
images\train_016af980ea9b596c.png,\frac{e^{imt}}{(1+\frac{it\kappa}{\lambda})(1-\frac{it}{\kappa\lambda})},train,mathwriting
images\train_016afdf9b9624f91.png,\frac{1}{2}(y_{1}+y_{2})/R,train,mathwriting
images\train_016b288625f19348.png,\prod_{s\in S}(1+X_{s}),train,mathwriting
images\train_016b8f177142f1fa.png,\int[(sinx)^{3}cosx]dx,train,mathwriting
images\train_016ba3d1ed747940.png,\gamma=\frac{5}{\sqrt{5-\frac{q^{2}}{d^{2}}}},train,mathwriting
images\train_016baa7570eb1cf9.png,(i\cdot n)\hat{f}(n),train,mathwriting
images\train_016bdcbc5e172fc9.png,\xi=\sqrt{\frac{\hbar^{2}}{2m|\alpha|}},train,mathwriting
images\train_016be14e8d3dd6e1.png,\int_{-3}^{0}(3)dx,train,mathwriting
images\train_016ca5aee9d08cc6.png,\epsilon=\frac{1}{\sqrt{1-\frac{v^{5}}{w^{5}}}},train,mathwriting
images\train_016cb62dd6b62720.png,sinC=\frac{sinhc}{sinhb},train,mathwriting
images\train_016cc8ee0df6fe83.png,\frac{v^{\frac{(y-t)^{2}}{6}}}{i\sqrt{6\omega}},train,mathwriting
images\train_016cfeafd13dc0e7.png,L_{0}...L_{i-1},train,mathwriting
images\train_016d5e42217d923a.png,\frac{1}{2\pi}\frac{d(2\pi kt^{2})}{dt}=2kt,train,mathwriting
images\train_016d8f7ec4ce58f0.png,(\frac{6}{194})^{\frac{\frac{397}{5}}{86}},train,mathwriting
images\train_016daeefa01bce0e.png,|\beta_{1}\lambda_{1}+\beta_{2}\lambda_{2}|,train,mathwriting
images\train_016db17801e8ea8d.png,p=\frac{\partial L}{\partial\dot{q}},train,mathwriting
images\train_016dbd17f6f3514c.png,\frac{1}{2}(n-1),train,mathwriting
images\train_016e1bae8ebf9a97.png,59^{\frac{5}{2\sqrt{f_{B}}}}\cdot\frac{2.8}{Rl\sqrt{f_{B}}},train,mathwriting
images\train_016e1e29331024b5.png,",\frac{{F_{m}}^{\prime}-F}{{F_{m}}^{\prime}}",train,mathwriting
images\train_016e727e0a218885.png,x=\hat{X},train,mathwriting
images\train_016e815f4f4e66cd.png,\frac{\partial u}{\partial y},train,mathwriting
images\train_016eab0ea61a13d0.png,N_{i}=(\begin{matrix}8\\ i\end{matrix})i^{12},train,mathwriting
images\train_016f7b244aac30d6.png,exp(-\frac{1}{2}|\xi_{n}|^{p}),train,mathwriting
images\train_016f85f5964707ab.png,\beta\approx\omega\sqrt{LC},train,mathwriting
images\train_016fd6b1027aa011.png,\infty k\delta(s)\hat{z},train,mathwriting
images\train_016febcae37fb5b3.png,\hat{S}_{M},train,mathwriting
images\train_0170105b836f6f3a.png,M_{W}=\frac{v|g|}{2},train,mathwriting
images\train_017066fa4f89faf4.png,\frac{2h\alpha}{ce^{2}},train,mathwriting
images\train_0170699118f0deb5.png,\int_{0}^{x}cos(1/t)dt,train,mathwriting
images\train_0170a01859e12653.png,\frac{d}{dx}x,train,mathwriting
images\train_0170d8b9b350f55c.png,\alpha\in\tilde{P}_{i},train,mathwriting
images\train_0171e134f8641e20.png,\int_{1}^{\infty}\frac{dx}{x},train,mathwriting
images\train_01723ed16025a3e1.png,\frac{24/\sqrt{3}}{{\sqrt{169}^{98}}^{5}},train,mathwriting
images\train_0172466150d50b6e.png,Z=[\begin{matrix}X_{i}&Y_{-i}\end{matrix}],train,mathwriting
images\train_0173adeccb6c17ed.png,1>c>0,train,mathwriting
images\train_0173be1a1eda0a35.png,\frac{dx}{dt},train,mathwriting
images\train_017404edd77ac43d.png,806^{806^{806^{806^{806^{807}}}}},train,mathwriting
images\train_01747b6e07c5d4e3.png,\sqrt{s}\cdot\sqrt{s}=s,train,mathwriting
images\train_0174c76c39d3453f.png,(\begin{matrix}x\\ k\end{matrix}),train,mathwriting
images\train_0174fa11eebaf35f.png,1-\frac{E(X)^{2}}{E(X^{2})},train,mathwriting
images\train_0174fad74c8d524b.png,-j\frac{1}{\sqrt{2}},train,mathwriting
images\train_01751ea13ceb1817.png,C(X)>X^{0.332},train,mathwriting
images\train_01755d63acf6f234.png,\frac{df}{dz}=f,train,mathwriting
images\train_0175a72f7617f571.png,"\sigma_{E}=\infty,\sigma_{t}=0",train,mathwriting
images\train_0175e673ccbfe159.png,C_{m}=1+C_{a},train,mathwriting
images\train_01766a25ba561394.png,\frac{4\zeta m}{\sqrt{1-\frac{0m}{vu^{0}}}},train,mathwriting
images\train_01773f5053e4bd0b.png,+++,train,mathwriting
images\train_01776cc2dd74c982.png,{(w^{j})}^{1},train,mathwriting
images\train_0177870d7849bd14.png,b_{j}=\int fv_{j}dx,train,mathwriting
images\train_0177d41a07910539.png,d_{r}=\frac{w}{h^{2}}\times110.8,train,mathwriting
images\train_0177da2c8ecdd2b4.png,\hat{p}_{o},train,mathwriting
images\train_0177f22d98f16235.png,"k_{1},...,k_{d}\in",train,mathwriting
images\train_0177f8a58304a3d4.png,Z[J_{ij}]\sim e^{-\beta J_{ij}},train,mathwriting
images\train_01785a0146102abc.png,\phi=u^{-1}\pi^{*}\overline{\phi},train,mathwriting
images\train_01785c63bc25906f.png,f(r)=\frac{\partial\rho(r)}{\partial N},train,mathwriting
images\train_01788d0cef5a5d69.png,\frac{K(t)}{Y(t)}=k(t)^{1-\alpha},train,mathwriting
images\train_01790f6b5d35776e.png,(6^{224}\cdot383^{5}),train,mathwriting
images\train_017968a3a9f8289d.png,{X^{u}}^{5},train,mathwriting
images\train_017a1302b71c08e5.png,\nabla^{2}f(x)-mI,train,mathwriting
images\train_017a34f728aee1bc.png,z=\frac{z_{A}}{\sqrt{8-\frac{8}{c^{2}}z_{A}^{2}}},train,mathwriting
images\train_017ac7d284444030.png,(\begin{matrix}x&y\end{matrix}),train,mathwriting
images\train_017b1655f985a343.png,[-P^{T}|I_{n-k}],train,mathwriting
images\train_017b20e683a028ef.png,\frac{(419\cdot319)}{(278\cdot186)^{11}},train,mathwriting
images\train_017c26b12d9eb8b9.png,\frac{\frac{10^{265}}{\sqrt{6}}}{1^{9}},train,mathwriting
images\train_017c44914e72b126.png,7^{189}+3-8,train,mathwriting
images\train_017c76302eb5a849.png,\int udu,train,mathwriting
images\train_017dde2a2494077b.png,\mathbb{B},train,mathwriting
images\train_017f2518ce39bae9.png,4-145^{\frac{\sqrt{335}}{1}},train,mathwriting
images\train_017f4cedf345d7ce.png,r_{s}=(3/(4\pi n))^{1/3},train,mathwriting
images\train_017fc7d88c19e6f7.png,\frac{z}{y}=kd,train,mathwriting
images\train_017fc817c40d977b.png,2((\begin{matrix}n\\ 1\end{matrix})+(\begin{matrix}n\\ 2\end{matrix})+(\begin{matrix}n\\ 3\end{matrix})),train,mathwriting
images\train_0180398826b27419.png,f_{m}=(\frac{v}{v+v_{s}})f_{s},train,mathwriting
images\train_0180db79b21160fa.png,D(f)=[\begin{matrix}0\\ 0\end{matrix}],train,mathwriting
images\train_01811450042a1c04.png,q=-kA\frac{dT}{dx},train,mathwriting
images\train_018130fe11e6b89b.png,ord_{V_{i}}(s),train,mathwriting
images\train_01813c372a152c1e.png,\alpha_{c}=\frac{1-\sqrt{1-4c}}{2},train,mathwriting
images\train_01816a584c340e9f.png,((387+\sqrt{261})+\frac{\frac{8}{7}}{\sqrt{8}}),train,mathwriting
images\train_0181b96065df89b6.png,"(\rho^{\prime},\theta^{\prime})",train,mathwriting
images\train_018261aa16459dd0.png,a\notin w,train,mathwriting
images\train_018269b3dcb02337.png,e_{2}=\sum_{i<j}X_{i}X_{j},train,mathwriting
images\train_0182bef2840c6225.png,(\begin{matrix}n+1\\ k\end{matrix}),train,mathwriting
images\train_0182f220fc2be451.png,\Omega_{u}^{\phi},train,mathwriting
images\train_0183d42fe8da598f.png,\frac{r-t}{d},train,mathwriting
images\train_0184526868aa528e.png,(\frac{4}{7}-9)^{204\cdot\sqrt{5}},train,mathwriting
images\train_0184a45dec5dff19.png,f_{n}(x)=\frac{sin(n^{2}x)}{n},train,mathwriting
images\train_0184ace435b3c663.png,\sigma=\frac{\sqrt{Ns_{2}-s_{1}^{2}}}{N},train,mathwriting
images\train_018513197ad4e58d.png,"E(m)=(g^{r},m\cdot h^{r})",train,mathwriting
images\train_01859a811f2541ff.png,\gamma_{m}^{j},train,mathwriting
images\train_0185b4a4d17f6e4c.png,\rho(x)=\frac{e^{\cdot\frac{x^{9}}{9}}}{\sqrt{9\psi}},train,mathwriting
images\train_0185be8d4a3cb00b.png,\int_{-2}^{6}\frac{dx}{x},train,mathwriting
images\train_0186034a1ac90993.png,O(nH_{k}(T))+o(n),train,mathwriting
images\train_018610765dd1eaf1.png,\hat{x}=i\hbar\frac{d}{dp},train,mathwriting
images\train_0186365ae74ea744.png,k\equiv\frac{R}{2},train,mathwriting
images\train_01863c8cef65467d.png,\int_{-N}^{N}e^{x}dx,train,mathwriting
images\train_018732b7123d7f04.png,(\frac{4}{\sqrt{4}}+\frac{405}{\sqrt{201}}),train,mathwriting
images\train_018795acea8a9c48.png,\int_{\theta=0}^{\frac{\pi}{2}}\int_{x=0}^{m(\theta)}\frac{4}{t\pi}dxd\theta,train,mathwriting
images\train_0187b158e2038275.png,(\begin{matrix}I&M\\ 0&I\end{matrix}),train,mathwriting
images\train_01883a953c133bac.png,\pi(n)\sim\frac{n}{logn},train,mathwriting
images\train_0188b52357fbf216.png,g_{(x_{1})},train,mathwriting
images\train_0188ce5258e5e922.png,\tilde{\Gamma},train,mathwriting
images\train_0188cfa553abc2cb.png,v_{g}=\frac{1}{\frac{1}{v_{g_{9}}}+\frac{bt}{f}},train,mathwriting
images\train_018900e121c3edc3.png,CR=\frac{V_{1}}{V_{2}},train,mathwriting
images\train_0189ec541abf206b.png,\frac{x^{x}}{e^{x}},train,mathwriting
images\train_018a814936b1812f.png,A=4A_{0}=\sqrt{3}a^{2},train,mathwriting
images\train_018b5381861317c2.png,(\frac{1}{425})^{\frac{5}{2}},train,mathwriting
images\train_018bf7c4fe8e851a.png,h=\frac{(f-4)(f-3)}{12},train,mathwriting
images\train_018c80c3dc375eb3.png,\frac{(1\cdot\sqrt{5})}{280-9^{398}},train,mathwriting
images\train_018cd199d9d982ad.png,\tilde{\nu}=\tilde{\nu}_{vib}\pm BJ(J+1),train,mathwriting
images\train_018cd2d904174062.png,\frac{1+\frac{n}{c}cos\iota_{s}}{\sqrt{1\cdot\frac{n^{3}}{c^{3}}}},train,mathwriting
images\train_018dc4cf9fddbb57.png,"M_{t}=p(W_{t},t)",train,mathwriting
images\train_018dd1a6412614a7.png,b_{1}-d=(3/5)b_{1},train,mathwriting
images\train_018e221a4a0deb1d.png,||f||_{1}=\int|f|d\mu,train,mathwriting
images\train_018e54676e82f493.png,Y=-jB_{L}=\frac{-j}{\omega L},train,mathwriting
images\train_018ec33e6a0b3d80.png,(\begin{matrix}0&i\\ i&0\end{matrix}),train,mathwriting
images\train_018ec3ccdcbb6020.png,[n+t]=n+[t],train,mathwriting
images\train_018ec7dad37994c2.png,\tilde{E}_{6},train,mathwriting
images\train_018ec8698d6b3c0c.png,vt_{p-r}=\frac{v^{2}}{2\mu g},train,mathwriting
images\train_018f1309362aad81.png,\frac{ssin(\phi)+\omega cos(\phi)}{s^{2}+\omega^{2}},train,mathwriting
images\train_018f9d5e678ae9b1.png,\frac{\partial^{2}z}{\partial x\partial y},train,mathwriting
images\train_018fa1271952217c.png,(\begin{matrix}1&d\\ 0&1\end{matrix}),train,mathwriting
images\train_018fce9672714a5d.png,\xi=log(\sqrt{x^{2}+y^{2}}),train,mathwriting
images\train_01904d45e0d5b606.png,z\notin S,train,mathwriting
images\train_01907756e47834a0.png,\frac{dx}{dt}=\dot{x},train,mathwriting
images\train_019141740c06bd92.png,\frac{1}{4g^{2}}\int Tr[*F\wedge F],train,mathwriting
images\train_019158a9616470da.png,(\begin{matrix}d\\ k\end{matrix}),train,mathwriting
images\train_0191ae3d6d20bec8.png,"(+,-)",train,mathwriting
images\train_0191bf65bf809239.png,"\omega,\phi\rightarrow\pi^{0}e^{+}e^{-}",train,mathwriting
images\train_019255fe9c291b0e.png,I=\int r^{2}dm,train,mathwriting
images\train_0192c45b8fbb098f.png,t\{\begin{matrix}4\\ 3\end{matrix}\},train,mathwriting
images\train_01938fb593bb0366.png,g(x)=-2x^{2}+5,train,mathwriting
images\train_0193cd12476d72c7.png,\tilde{D}_{\eta},train,mathwriting
images\train_019417652ce970e5.png,F=\frac{q_{1}q_{2}}{4\pi\epsilon_{0}\epsilon_{R}|r|^{2}}\hat{r},train,mathwriting
images\train_019448af8366f1ef.png,H=\frac{\delta^{*}}{\theta},train,mathwriting
images\train_01948a774262fea7.png,\langle\overline{z}\rangle=\frac{I_{1}(\kappa)}{I_{0}(\kappa)}e^{i\mu},train,mathwriting
images\train_0194a06e79c049f1.png,e=[\begin{matrix}a_{1}e^{i\theta_{1}}\\ a_{2}e^{i\theta_{2}}\end{matrix}],train,mathwriting
images\train_019540fbe5b7a5a7.png,"(M,F)",train,mathwriting
images\train_0195449650fbeea0.png,2+15\sqrt{\frac{2}{17}},train,mathwriting
images\train_01956cffcccd4510.png,"p(n,m,X;x)",train,mathwriting
images\train_0195eb31003194a5.png,v^{*}=\frac{\lambda_{0}}{2}\overline{f},train,mathwriting
images\train_01960fc279b2ba22.png,L(H)+L(F|H),train,mathwriting
images\train_019644a93de4455e.png,\phi_{0}=[\begin{matrix}1\\ 0\end{matrix}],train,mathwriting
images\train_019686d60d48920c.png,[\begin{matrix}0&1\\ -1&0\end{matrix}],train,mathwriting
images\train_0196d5a84aebcd7c.png,f(x):=\int_{0}^{x}\omega,train,mathwriting
images\train_01970884aa333fc3.png,k=\frac{\lambda}{1+\lambda},train,mathwriting
images\train_01971fddffe9fe71.png,I_{2}=\int f(\theta)d^{3}x,train,mathwriting
images\train_01974170abe286d0.png,\frac{\partial\xi}{\partial x}>0,train,mathwriting
images\train_0197811e711a0dd9.png,Cut_{2},train,mathwriting
images\train_01979ead5a85767c.png,p=h\tilde{\nu},train,mathwriting
images\train_0197a877bc6b8a81.png,C_{*}(\tilde{X}),train,mathwriting
images\train_0197c66fd53fda76.png,\frac{dC}{dt}=0,train,mathwriting
images\train_0197dc3421636cb2.png,c(\theta)=c_{root}sin(\theta),train,mathwriting
images\train_0197efe546229010.png,\overline{OC},train,mathwriting
images\train_0198951296d5ce9d.png,t=\frac{0}{\sqrt{0+\frac{u^{2}}{c^{2}}}}\kappa,train,mathwriting
images\train_0198a29e61ce059f.png,\int_{-N}^{N}f(x)dx,train,mathwriting
images\train_0198c09aca2ab725.png,{{\sqrt{186}^{188}}^{10}}^{287-7},train,mathwriting
images\train_0199136f8799e247.png,2gq^{1/2}=2g\sqrt{q},train,mathwriting
images\train_019914eba5fce9f7.png,\tilde{A}_{1},train,mathwriting
images\train_019959b577ee795d.png,\sqrt{10^{9}},train,mathwriting
images\train_019960dd6facc4f0.png,T(n)=T(\sqrt{n}),train,mathwriting
images\train_0199b9a7d6d625c3.png,(\begin{matrix}0\\ 1\end{matrix}),train,mathwriting
images\train_0199e55e4177e012.png,P_{r}=\frac{e^{-\beta E_{r}}}{Z},train,mathwriting
images\train_019a21966d92f25a.png,{(303/469)^{2}}^{\frac{9}{3}},train,mathwriting
images\train_019a7849955f8140.png,\vartheta(n)=\frac{1}{\sqrt{1-\frac{n^{7}}{c^{7}}}},train,mathwriting
images\train_019a80e179e51e4e.png,\Lambda(e^{\prime})=\{\epsilon\}\cap L(e^{\prime}),train,mathwriting
images\train_019a8280693d73fe.png,p=\frac{\frac{n}{2}+1}{n+1}\approx1+\frac{1}{n},train,mathwriting
images\train_019a90f922bc21da.png,\hat{x}^{o},train,mathwriting
images\train_019ab4ca4bcdce60.png,\frac{5\cdot140}{4}-7^{357},train,mathwriting
images\train_019ab79954621234.png,O(n!),train,mathwriting
images\train_019aecfe292e161a.png,"(1,4,9,...,100)",train,mathwriting
images\train_019afa45f8bcdf44.png,(\begin{matrix}1&0\\ 0&0\end{matrix}),train,mathwriting
images\train_019b196c90795522.png,f^{-\frac{(A-K)^{2}}{2{(p_{A})}^{2}}},train,mathwriting
images\train_019b21062ffbc608.png,\int f=1,train,mathwriting
images\train_019b300115130686.png,q_{out}=\frac{A_{s}q_{in}+B_{s}}{C_{s}q_{in}+D_{s}},train,mathwriting
images\train_019b6bb9165c0c70.png,r_{1}=\infty,train,mathwriting
images\train_019bdbaf448f98c5.png,\frac{x}{r^{2}-z^{2}},train,mathwriting
images\train_019be440703fd56f.png,B=\frac{3}{2}A,train,mathwriting
images\train_019be75c435c62a5.png,a=\sqrt[3]{\mu(\frac{P}{2\pi})^{2}},train,mathwriting
images\train_019c1ebe7df5e841.png,E||\theta-\hat{\theta}||^{2},train,mathwriting
images\train_019c2954f6c1ea73.png,\hat{R_{j}f}(t)=\frac{it_{j}}{|t|}\hat{f}(t),train,mathwriting
images\train_019cf28542898d37.png,F_{ST}=\frac{f_{0}-\overline{f}}{1-\overline{f}},train,mathwriting
images\train_019d1d84491f8cdf.png,S_{2}=F\cdot(1+m),train,mathwriting
images\train_019d7513d2c5930b.png,"(\frac{2n}{3},n)",train,mathwriting
images\train_019df6cefa04427c.png,I(n):=\int_{0}^{\pi}sin^{n}(x)dx,train,mathwriting
images\train_019eb6a1e316bd25.png,\prod B_{\lambda},train,mathwriting
images\train_019ef489e6d47169.png,\psi(\omega),train,mathwriting
images\train_019ef6af0e657e3a.png,\prod X_{i},train,mathwriting
images\train_019fba1ef6ee8a88.png,E=pc=\frac{hc}{\lambda}=hf,train,mathwriting
images\train_019fd6aa2134a3ae.png,\sum_{k=1}^{n}F_{k}=\frac{m}{R}\sum_{k=1}^{n}v_{k}^{2},train,mathwriting
images\train_01a016bb87b3edff.png,(\frac{\frac{45}{4}}{101})^{320^{125}},train,mathwriting
images\train_01a043f03146f76c.png,\lambda:A\longrightarrow A^{\vee},train,mathwriting
images\train_01a04ad8afb518f2.png,y=\frac{Q}{w^{\int_{r_{1}}^{x}P(r)dr}},train,mathwriting
images\train_01a0579c8e45c47d.png,\Omega(k)=k\sqrt{gh},train,mathwriting
images\train_01a075b507452fe8.png,\frac{100}{\sqrt{5}},train,mathwriting
images\train_01a09832533e73ab.png,max_{j\ne i}b_{j}>b_{i},train,mathwriting
images\train_01a104697644c277.png,\hat{Y}^{A},train,mathwriting
images\train_01a1487c1a46ed1e.png,(\frac{135}{294})^{9/\sqrt{359}},train,mathwriting
images\train_01a1ee65134b9eb4.png,\tilde{A}_{3},train,mathwriting
images\train_01a2febc7eca34d5.png,(y_{2}-y_{1}),train,mathwriting
images\train_01a361ff24294181.png,F=\mathbb{Q}(\sqrt{3}),train,mathwriting
images\train_01a41faa02a6592d.png,\frac{\sqrt{1-\frac{v^{2}}{c^{2}}}}{1+\frac{v}{c}cos\theta_{s}},train,mathwriting
images\train_01a42d9bc6b3d733.png,t=N\tau,train,mathwriting
images\train_01a43002383790c9.png,MPL=\frac{\partial F}{\partial L},train,mathwriting
images\train_01a4fb613b92028f.png,g=\int Gdz,train,mathwriting
images\train_01a4fbee0d016c46.png,m=\prod p_{i}^{\alpha_{i}},train,mathwriting
images\train_01a50ea1699481d9.png,\Omega(x)=\frac{e^{-\frac{x^{1}}{1}}}{\sqrt{1\Lambda}},train,mathwriting
images\train_01a52912e292095e.png,T(z)=z+c\int_{0}^{1}tdt,train,mathwriting
images\train_01a56167b5a07cac.png,(\frac{\alpha}{\beta})_{m}=1,train,mathwriting
images\train_01a5d05640c3cefd.png,\hat{G}(z),train,mathwriting
images\train_01a61ac07767e1a1.png,[S\rightarrow aAbBcC],train,mathwriting
images\train_01a6232029825241.png,\int_{b}^{a}|f(x)|dx,train,mathwriting
images\train_01a637d2b59fa245.png,\omega_{c}=\frac{0}{\sqrt{V_{\frac{0}{2}}J_{\frac{0}{2}}}},train,mathwriting
images\train_01a6592bc62c3f87.png,A=\int_{0}^{a}e^{x}dx,train,mathwriting
images\train_01a6927b057ae75a.png,\frac{418^{163}}{(197^{4}\cdot10)},train,mathwriting
images\train_01a75d69b1bb5f28.png,\mathbb{L},train,mathwriting
images\train_01a7c781dccfb024.png,(\begin{matrix}p\\ 1\end{matrix}),train,mathwriting
images\train_01a81b37b855ab84.png,|\varphi^{\prime}(-r)|=\frac{1}{2\sqrt{r}},train,mathwriting
images\train_01a8239074a750a0.png,\delta\int2T(t)dt=0,train,mathwriting
images\train_01a8723570bd6e2a.png,r(\theta)=\frac{p}{1+ecos\theta},train,mathwriting
images\train_01a877d83ee2208b.png,\sqrt{\frac{\sum{R_{i}}^{5}}{n}},train,mathwriting
images\train_01a89374ce6e6667.png,q=-K\frac{\partial h}{\partial z},train,mathwriting
images\train_01a8a1776d8e03fe.png,\sqrt{6}+\sqrt{2},train,mathwriting
images\train_01a9129e8a4a8cfd.png,\frac{dy}{dx},train,mathwriting
images\train_01a93ab2bc92ee5b.png,\frac{(6/\sqrt{209})^{6}}{10^{169}},train,mathwriting
images\train_01a9521c77c174ea.png,(142+277)^{(368+1)},train,mathwriting
images\train_01a99761252796b5.png,\nabla_{\dot{\gamma}}\dot{\gamma}=\frac{\nabla\dot{\gamma}}{d\tau},train,mathwriting
images\train_01a9a8b588c5407e.png,[\begin{matrix}p&t\\ q&u\end{matrix}],train,mathwriting
images\train_01a9b3cdd970927c.png,(\begin{matrix}6\\ 3\end{matrix}),train,mathwriting
images\train_01a9cea18b9ea565.png,\frac{\partial N}{\partial R},train,mathwriting
images\train_01a9dc34a168ee2c.png,\sum_{j=0}^{d-1}(\begin{matrix}n\\ j\end{matrix})(q-1)^{j},train,mathwriting
images\train_01aa319dbeec26c9.png,\hat{S}_{M},train,mathwriting
images\train_01aad3828ca5a2e2.png,O(logn),train,mathwriting
images\train_01aad5ac77ab7f3d.png,K\in L^{2}(X\times X),train,mathwriting
images\train_01abb0001fc0ef5d.png,\int_{S}FdS,train,mathwriting
images\train_01abb62a00d79f75.png,\sum_{N=n+K-k}^{\infty}\frac{(\begin{matrix}N-n\\ K-k\end{matrix})}{(\begin{matrix}N\\ K\end{matrix})},train,mathwriting
images\train_01abcbb10f634385.png,A=C^{-1}JC,train,mathwriting
images\train_01ac57e2ebeb0158.png,exp_{a}^{p}(b)=a^{a^{\cdot^{\cdot^{a^{b}}}}},train,mathwriting
